,,,,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year
ASEAN_ASEAN Statistical Yearbook,Population size,Total,In thousand,,,,,,,,,,,,,,,,"60,384",,,"60,976",,,"61,568",,,"51,486",,,,,"52,917",,"53,388",,"53,625",,"54,100",,"54,818",,
ASEAN_ASEAN Statistical Yearbook,Prevalence of malaria,Total,Per 1000 population,,,,,,,,,,,,,,,,11,,,8,,,7,,,4,,4,,,2,,,,,,,,,,
ASEAN_ASEAN Statistical Yearbook,Prevalence of tuberculosis,Total,"Per 100,000 population",,,,,,,,,,,,,,,,506,,,489,,,489,,,369,,365,,,361,,,,,,,,,,
ASEAN_ASEAN Statistical Yearbook,Production,Maize,1000 Mertic Ton,,,,,,,,,,,,,,,,"1,355",,,"1,485",,,"1,526",,,"1,626",,"1,721",,,"1,855",,"1,831",,"1,985",,"1,986",,"2,076",,
ASEAN_ASEAN Statistical Yearbook,Production,Paddy,1000 Mertic Ton,,,,,,,,,,,,,,,,"32,064",,,"29,010",,,"27,704",,,"28,322",,"28,127",,,"29,073",,"27,255",,"27,573",,"26,270",,"25,991",,
ASEAN_ASEAN Statistical Yearbook,Production,Sugar-cane,1000 Mertic Ton,,,,,,,,,,,,,,,,"9,250",,,"9,537",,,"9,413",,,"10,307",,"11,128",,,"12,015",,"10,437",,"11,397",,"11,846",,"11,551",,
ASEAN_ASEAN Statistical Yearbook,Proportion of Population by source of drinking water,Improved_Total,Percent,,,,,,,,,,,,,,,,,,,80,,,78,,,70,,80,,,81,,88,,85,,86,,,,
ASEAN_ASEAN Statistical Yearbook,Proportion of Population with Access to Improved Sanitation,Total,Percent,,,,,,,,,,,,,,,,81,,,80,,,78,,,70,,80,,,81,,83,,85,,86,,,,
ASEAN_ASEAN Statistical Yearbook,Proportion of seats held by women in national  parliament,Total,Percent,,,,,,,,,,,,,,,,4,,,4,,,6,,,6,,5,,,10,,11,,12,,11,,12,,
ASEAN_ASEAN Statistical Yearbook,Pupil-teacher ratio (Primary schools),Total,Number,,,,,,,,,,,,,,,,29,,,30,,,28,,,28,,26,,,22,,23,,20,,20,,,,
ASEAN_ASEAN Statistical Yearbook,Pupil-teacher ratio (Secondary schools),Total,Number,,,,,,,,,,,,,,,,35,,,34,,,32,,,33,,30,,,27,,27,,27,,26,,,,
ASEAN_ASEAN Statistical Yearbook,Ratio of girls to boys in education level (Primary schools),Total,Percent,,,,,,,,,,,,,,,,101,,,97,,,96,,,96,,96,,,101,,95,,1,,95,,95,,
ASEAN_ASEAN Statistical Yearbook,Ratio of girls to boys in education level (Secondary schools),Total,Percent,,,,,,,,,,,,,,,,104,,,1,,,1,,,1,,107,,,106,,109,,1,,1,,1,,
ASEAN_ASEAN Statistical Yearbook,Sex ratio,Total,Percent,,,,,,,,,,,,,,,,98,,,98,,,98,,,93,,,,,93,,93,,92,,92,,92,,
ASEAN_ASEAN Statistical Yearbook,Total fertility rate (TFR),Total,Births per woman,,,,,,,,,,,,,,,,2,,,2,,,2,,,3,,2,,,2,,2,,2,,,,,,
ASEAN_ASEAN Statistical Yearbook,Total Forest Land Area,Hectares,In thousand,,,,,,,,,,,,,,,,"31,463",,,"31,154",,,,,,,,"29,041",,,"29,041",,"29,041",,"29,123",,,,"28,544",,
ASEAN_ASEAN Statistical Yearbook,Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,34,,,30,,,43,,,67,,52,,,64,,49,,61,,58,,,,
ASEAN_ASEAN Statistical Yearbook,Unemployment rate,15+ yr Female,Percent,,,,,,,,,,,,,,,,5,,,5,,,5,,,4,,1,,,,,3,,1,,1,,,,
ASEAN_ASEAN Statistical Yearbook,Unemployment rate,15+ yr Male,Percent,,,,,,,,,,,,,,,,4,,,4,,,4,,,4,,1,,,,,2,,1,,0,,,,
ASEAN_ASEAN Statistical Yearbook,Unemployment rate,15+ yr Total,Percent,,,,,,,,,,,,,,,,4,,,4,,,4,,,4,,1,,,,,2,,1,,1,,,,
ASEAN_ASEAN Statistical Yearbook,Urban Population as Percentage of Total Population,Total,Percent,,,,,,,,,,,,,,,,31,,,31,,,31,,,29,,29,,,35,,30,,31,,31,,30,,
ASEAN_Community in Figure,Adult literacy rate,Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,174,,87,,,,,,,,,,,,,
ASEAN_Community in Figure,Adult literacy rate,Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,185,,93,,,,,,,,,,,,,
ASEAN_Community in Figure,Adult literacy rate,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,179,,90,,,,,,,,,,,,,
ASEAN_Community in Figure,Internet users,Total,Per 100 population,,,,,,,,,,,,,,,,,,,,,,,,,4,,22,,,,,,,,,,,,,
ASEAN_Community in Figure,Life expectancy at birth,Female,Years,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,
ASEAN_Community in Figure,Life expectancy at birth,Male,Years,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,
ASEAN_Community in Figure,Life expectancy at birth,Total,Years,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,
ASEAN_Community in Figure,Mobile Phone,Total,Per 100 population,,,,,,,,,,,,,,,,,,,,,,,,,99,,77,,,,,,,,,,,,,
ASEAN_Community in Figure,Net enrolment ratio in Primary education,Total,Percent,,,,,,,,,,,,,,,,,,,,,,173,,,,,90,,,,,,,,,,,,,
ASEAN_Community in Figure,Population size,65+ yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
ASEAN_Community in Figure,Proportion of Population with Access to Improved Sanitation,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,148,,80,,,,,,,,,,,,,
ASEAN_Community in Figure,Public expenditure on health as a percentage of GDP,Total,Percent,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,
ASEAN_Community in Figure,Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,
ASEAN_Key Figures,Adult literacy rate,Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,
ASEAN_Key Figures,Adult literacy rate,Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,
ASEAN_Key Figures,Adult literacy rate,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,90,,89,,,,,,,,
ASEAN_Key Figures,Children Immunized (DPT3),Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,89,,91,,91,,,,
ASEAN_Key Figures,Children Immunized (Measles),Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,83,,84,,85,,,,
ASEAN_Key Figures,Human development index,Total,Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
ASEAN_Key Figures,Internet users,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,
ASEAN_Key Figures,Labour force participation rate,15-64 yr Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,46,,,,
ASEAN_Key Figures,Labour force participation rate,15-64 yr Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,75,,,,
ASEAN_Key Figures,Labour force participation rate,15-64 yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,59,,,,
ASEAN_Key Figures,Land area covered by forest,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,
ASEAN_Key Figures,Life expectancy at birth,Total,Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,66,,,,
ASEAN_Key Figures,Net enrolment ratio in Primary education,Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,
ASEAN_Key Figures,Net enrolment ratio in Primary education,Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,
ASEAN_Key Figures,Net enrolment ratio in Primary education,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,97,,97,,97,,,,
ASEAN_Key Figures,Net enrolment ratio in Secondary education,Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,61,,,,,,
ASEAN_Key Figures,Net enrolment ratio in Secondary education,Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,55,,,,,,
ASEAN_Key Figures,Net enrolment ratio in Secondary education,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,54,,58,,,,,,
ASEAN_Key Figures,Proportion of births attended by skilled health personnel,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,
ASEAN_Key Figures,Proportion of population below the national poverty line,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,25,,,,,,,,
ASEAN_Key Figures,Proportion of Population by source of drinking water,Safely Managed_Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,
ASEAN_Key Figures,Proportion of Population with Access to Electricity,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,
ASEAN_Key Figures,Proportion of Population with Access to Improved Sanitation,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,81,,80,,,,
ASEAN_Key Figures,Public expenditure on health as a percentage of GDP,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
ASEAN_Key Figures,Pupil-teacher ratio (Primary schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,20,,,,
ASEAN_Key Figures,Pupil-teacher ratio (Secondary schools),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,
ASEAN_Key Figures,Real GDP annual percentage change,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,6,,3,,
ASEAN_Key Figures,Total fertility rate (TFR),Total,Births per woman,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,2,,
ASEAN_Key Figures,Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,61,,58,,,,
ASEAN_Key Figures,Unemployment rate,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Adolescent Fertility Rate (15-19 yr),Total,Births per 1000 women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Incidence of malaria,Total,Per 1000 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Incidence of tuberculosis,Total,"Per 100,000 population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Internet users,Total,Per 100 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Maternal mortality ratio,Total,"Deaths per 100,000 live births",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Mobile Phone,Total,Per 100 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Proportion of births attended by skilled health personnel,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,83,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Proportion of seats held by women in national  parliament,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,12,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,
ASEAN_Sustainable Development Goals Indicators Baseline Report,Unemployment rate,15+ yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,
ESCAP_Population Data Sheet,Adolescent Fertility Rate (15-19 yr),Total,Births per 1000 women,,,,,,,,,,,,30,,,,13,,,,,,,,,,,,,29,,,,,,,,,29,,
ESCAP_Population Data Sheet,Average annual population growth rate,Total,Percent,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,1,1,
ESCAP_Population Data Sheet,Carbon dioxide emissions per capita,Total,Metric tons,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
ESCAP_Population Data Sheet,Contraceptive prevalence rate - any method,15-49 yr Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,
ESCAP_Population Data Sheet,Crude birth rate (CBR),Total,Per 1000 population,,,,,,,,,,,,,,,,17,,,17,,,17,,,17,,18,,,17,,,,18,,17,,17,17,
ESCAP_Population Data Sheet,Crude death rate (CDR),Total,Per 1000 population,,,,,,,,,,,,,,,,9,,,8,,,9,,,9,,8,,,8,,,,8,,8,,8,8,
ESCAP_Population Data Sheet,Infant mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,48,,,46,,,49,,,48,,45,,,44,,39,,,,37,,36,,
ESCAP_Population Data Sheet,Life expectancy at birth,Female,Years,,,,,,,,,,,,,,,,67,,,68,,,67,,,67,,68,,,68,,,,69,,70,,70,71,
ESCAP_Population Data Sheet,Life expectancy at birth,Male,Years,,,,,,,,,,,,,,,,64,,,64,,,63,,,63,,64,,,64,,,,65,,64,,64,65,
ESCAP_Population Data Sheet,Maternal mortality ratio,Total,"Deaths per 100,000 live births",,,,,,,,,,,,,,,,,,,,,,600,,,,,178,,,,,,,,,,,,,
ESCAP_Population Data Sheet,Neonatal mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,
ESCAP_Population Data Sheet,Population size,0-14 yr Total,Percent,,,,,,,,,,,,,,,,25,,,25,,,25,,,25,,28,,,27,,,,26,,26,,,,
ESCAP_Population Data Sheet,Population size,15-64 yr Total,Percent,,,,,,,,,,,,,,,,70,,,70,,,70,,,70,,67,,,68,,,,68,,68,,68,68,
ESCAP_Population Data Sheet,Population size,65+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,545",
ESCAP_Population Data Sheet,Population size,65+ yr Total,Percent,,,,,,,,,,,,,,,,5,,,5,,,5,,,5,,5,,,6,,,,,,6,,6,7,
ESCAP_Population Data Sheet,Population size,Total,In thousand,,,,,,,,,,,,,,,,"48,337",,,"48,724",,,"53,259",,,"53,719",,"53,897",,,"54,363",,,,"53,856",,"54,045",,"54,410","54,806",
ESCAP_Population Data Sheet,Proportion of births attended by skilled health personnel,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,
ESCAP_Population Data Sheet,Total fertility rate (TFR),Total,Births per woman,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,2,,,2,,,,2,,2,,2,2,
ESCAP_Population Data Sheet,Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,49,,,,46,,45,,
ESCAP_Population Data Sheet,Urban Population as Percentage of Total Population,Total,Percent,,,,,,,,,,,,,,,,34,,,33,,,34,,,34,,34,,,35,,,,31,,31,,,32,
ESCAP_Statistical Yearbook for Asia and the Pacific,Adolescent Fertility Rate (15-19 yr),Total,Births per 1000 women,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Adult literacy rate,Female,Percent,,,,,,,,,,,,,,,,90,,,91,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Adult literacy rate,Male,Percent,,,,,,,,,,,,,,,,95,,,95,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Adult literacy rate,Total,Percent,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Average annual population growth rate,Total,Percent,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Carbon dioxide emissions per capita,Total,Metric tons,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Crude birth rate (CBR),Total,Per 1000 population,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Crude death rate (CDR),Total,Per 1000 population,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Employment-to-population ratio,15+ yr Female,Percent,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Employment-to-population ratio,15+ yr Male,Percent,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Employment-to-population ratio,15+ yr Total,Percent,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Estimated number of adults living with HIV,Total,In thousand,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Gross enrolment ratio of girls to boys in Tertiary education,Total,Percent,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,HIV prevalence rate,15-49 yr Total,Percent,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Incidence of tuberculosis,Total,"Per 100,000 population",,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Infant mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Internet users,Total,Per 100 population,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Land area covered by forest,Total,Percent,,,,,,,,,,,,,,,,48,,,48,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Life expectancy at birth,Female,Years,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Life expectancy at birth,Male,Years,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Life expectancy at birth,Total,Years,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Literacy rate of 15-24 year-olds,Female,Percent,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Literacy rate of 15-24 year-olds,Male,Percent,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Maternal mortality ratio,Total,"Deaths per 100,000 live births",,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Mobile Phone,Total,Per 100 population,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Neonatal mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Number of people receiving ART,Total,Number,,,,,,,,,,,,,,,,"40,128",,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Population density,Total,Number per square kilometer,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Population size,0-14 yr Total,Percent,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Population size,65+ yr Total,Percent,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Population size,Total,In thousand,,,,,,,,,,,,,,,,,,,"52,797",,,,,,"53,700",,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Prevalence of tuberculosis,Total,"Per 100,000 population",,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Proportion of Population with Access to Improved Sanitation,Rural,Percent,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Proportion of Population with Access to Improved Sanitation,Urban,Percent,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Public expenditure on education as a percentage of GDP,Total,Percent,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Public expenditure on health as a percentage of GDP,Total,Percent,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Public expenditure on health as a percentage of total government expenditure,Total,Percent,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Ratio of adult literacy rate of females to males,15+ yr Total,Percent,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Sex ratio,Total,Percent,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Total fertility rate (TFR),Total,Births per woman,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Tuberculosis detection rate under DOTS,Total,Percent,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Under-five mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Undernourished population,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,
ESCAP_Statistical Yearbook for Asia and the Pacific,Urban Population as Percentage of Total Population,Total,Percent,,,,,,,,,,,,,,,,,,,33,,,,,,34,,,,,,,,,,,,,,,
FAO_Environment Statistics,Agricultural land,Total,Square kilometer,,,,,,,,,,,,,,,,"125,580",,,,,,,,,,,,,,,,,,,,,,,,
FAO_Environment Statistics,Arable land (% of agric land),Total,Percent,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,
FAO_Environment Statistics,Change in Agricultural area since 1990,Total,Percent,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
FAO_Environment Statistics,Change in Forest area since 1990,Total,Percent,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,
FAO_Environment Statistics,Permanent Crops (% of agric land),Total,Percent,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
FAO_Environment Statistics,Permanent meadows and pastures (% of agric land),Total,Percent,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
FAO_Environment Statistics,Total Forest Land Area,Total,Square kilometer,,,,,,,,,,,,,,,,"314,634",,,,,,,,,,,,,,,,,,,,,,,,
FAO_Statistical Yearbook,Agricultural land,Hectares,In thousand,,,,,,,,,,,,,,,,"12,558",,,,,,,,,,,,,,,,,,"12,889",,"12,798",,,,
FAO_Statistical Yearbook,Internally displaced persons,Total,In thousand,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,
FAO_Statistical Yearbook,Land area covered by forest,Hectares,In thousand,,,,,,,,,,,,,,,,"31,463",,,,,,,,,,,,,,,,,,"29,123",,"28,834",,,,
FAO_Statistical Yearbook,Land area covered by forest,Total,Percent,,,,,,,,,,,,,,,,48,,,,,,47,,,46,,46,,,46,,45,,45,,44,,,,
General Administration Department (GAD) Township Profile,Doctors (Physicians),Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,446",,"4,692",,"4,601",,"4,972",,
General Administration Department (GAD) Township Profile,Health Assistance,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,759",,"1,999",,"2,049",,"2,114",,
General Administration Department (GAD) Township Profile,Number of households,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,758",,,"56,169",,"9,991,708",,"10,594,300",,"10,280,016",,"11,229,726",,
General Administration Department (GAD) Township Profile,Number of village tracts,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,39,,"13,218",,"13,705",,"12,970",,"13,388",,
General Administration Department (GAD) Township Profile,Number of villages,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,207,,"60,469",,"63,451",,"59,389",,"61,750",,
General Administration Department (GAD) Township Profile,Number of wards,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,13,,"3,243",,"3,466",,"3,292",,"3,457",,
General Administration Department (GAD) Township Profile,Nurses,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,774",,"12,458",,"12,869",,"13,694",,
General Administration Department (GAD) Township Profile,Population size,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,899,154",,"49,322,027",,"50,128,095",,"51,493,682",,
General Administration Department (GAD) Township Profile,Rural health center,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,830",,"1,830",,"1,988",,"1,903",,
General Administration Department (GAD) Township Profile,Station hospital,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,,703,,735,,743,,
General Administration Department (GAD) Township Profile,Sub health center,Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,310",,"8,522",,"8,560",,"8,640",,
IMF_World Economic Outlook,Consumer price annual percentage change,Total,Percent,,,,,,,,,,,,,,,,5,,,5,,,6,,,7,,11,,,7,,5,,9,,10,,2,7,
IMF_World Economic Outlook,Real GDP annual percentage change,Total,Percent,,,,,,,,,,,,,,,,6,,,6,,,8,,,9,,7,,,6,,7,,7,,7,,3,-18,
