month_of_implementation,donor,reporting_organization_type,implementing_partner_type,state,township,village_tract_town,village_ward,idp_camp_site_name,specify_location,location_combined,location_type,rural_or_urban,humanitarian_or_development,response_plan_if_project_under_fts,project_code,activity,activity_description,was_nutrition_mainstreamed_in_activity,fsc_objectives,hrp_indicator,activity_status,conditionality,frequency,delivery_modality,type_of_in_kind_assistance,unit,quantity,total_value,value_per_household,value_per_individual,currency,value_per_household_usd,cash_delivery_mechanism,food_insecurity_status,food_security_indicator_used,evidence,beneficiary_type,child_male,child_female,adult_male,adult_female,elderly_male,elderly_female,reached_households,reached_beneficiaries,new_beneficiaries,people_with_disability_male,people_with_disability_female,total_number_of_people_with_disability,comments,cluster_name,country,admin1_pcode,admin2_pcode,admin3_pcode,adm1_3,adm3_4,org_code,report_org_code,location,date,admin4_pcode,total_value_usd,admin3_pcode_old
March 2022,CERF,UN agency,NNGO,Chin,Mindat,M'ghinghlaw,Hpa Yar Sa Khan,NA,NA,"M'ghinghlawHpa Yar Sa Khanprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g for 5 types of vegetable seeds, 500 g of Waxy Corn, 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,47,29,62,52,NA,NA,23,190,190,4,4,8,NA,NA,NA,MMR004,NA,MMR004006,Chin-Mindat,Mindat-M'ghinghlaw,org_6130,org_8415,Hpa Yar Sa Khan,2022-03-01,MMR004006007,NA,MMR004006
March 2022,CERF,UN agency,NNGO,Chin,Mindat,M'ghinghlaw,Wung Khum,NA,NA,"M'ghinghlawWung Khumprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g for 5 types of vegetable seeds, 500 g of Waxy Corn, 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,83,82,85,97,NA,NA,42,347,347,12,15,27,NA,NA,NA,MMR004,NA,MMR004006,Chin-Mindat,Mindat-M'ghinghlaw,org_6130,org_8415,Wung Khum,2022-03-01,MMR004006007,NA,MMR004006
March 2022,CERF,UN agency,NNGO,Chin,Mindat,M'ghinghlaw,Kyar Do,NA,NA,"M'ghinghlawKyar Doprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g for 5 types of vegetable seeds, 500 g of Waxy Corn, 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,93,88,88,98,NA,NA,52,367,367,4,2,6,NA,NA,NA,MMR004,NA,MMR004006,Chin-Mindat,Mindat-M'ghinghlaw,org_6130,org_8415,Kyar Do,2022-03-01,MMR004006007,NA,MMR004006
March 2022,CERF,UN agency,NNGO,Chin,Mindat,M'htu,Chat,NA,NA,"M'htuChatprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g for 5 types of vegetable seeds, 500 g of Waxy Corn, 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,20,15,24,16,NA,NA,17,75,75,3,4,7,NA,NA,NA,MMR004,NA,MMR004006,Chin-Mindat,Mindat-M'htu,org_6130,org_8415,Chat,2022-03-01,MMR004006008,NA,MMR004006
March 2022,CERF,UN agency,NNGO,Chin,Mindat,M'htu,M'htu,NA,NA,"M'htuM'htuprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g for 5 types of vegetable seeds, 500 g of Waxy Corn, 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,61,74,63,59,NA,NA,51,257,257,9,11,20,NA,NA,NA,MMR004,NA,MMR004006,Chin-Mindat,Mindat-M'htu,org_6130,org_8415,M'htu,2022-03-01,MMR004006008,NA,MMR004006
March 2022,CERF,UN agency,NNGO,Chin,Mindat,Vawmm'tu,Khwee Rein,NA,NA,"Vawmm'tuKhwee Reinprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g for 5 types of vegetable seeds, 500 g of Waxy Corn, 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host/local Community,81,55,109,108,NA,NA,37,353,353,4,2,6,NA,NA,NA,MMR004,NA,MMR004006,Chin-Mindat,Mindat-Vawmm'tu,org_6130,org_8415,Khwee Rein,2022-03-01,MMR004006009,NA,MMR004006
March 2022,CERF,UN agency,INGO,Mon,Chaungzon,Daung Yet (East),Daung Yet (East),NA,NA,"Daung Yet (East)Daung Yet (East)provision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,27880000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,106,99,196,233,NA,NA,164,634,634,32,34,66,NA,NA,NA,MMR011,NA,MMR011003,Mon-Chaungzon,Chaungzon-Daung Yet (East),org_7002,org_8415,Daung Yet (East),2022-03-01,MMR011003037,15698.198198198199,MMR011003
March 2022,CERF,UN agency,INGO,Mon,Chaungzon,Ka Dar,Ka Dar,NA,NA,"Ka DarKa Darprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,18530000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,61,76,117,182,NA,NA,109,436,436,31,30,61,NA,NA,NA,MMR011,NA,MMR011003,Mon-Chaungzon,Chaungzon-Ka Dar,org_7002,org_8415,Ka Dar,2022-03-01,NA,10433.558558558558,MMR011003
March 2022,CERF,UN agency,INGO,Mon,Chaungzon,Ka Hnyaw,Ka Taung Sein,NA,NA,"Ka HnyawKa Taung Seinprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,16490000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,56,61,105,154,NA,NA,97,376,376,23,27,50,NA,NA,NA,MMR011,NA,MMR011003,Mon-Chaungzon,Chaungzon-Ka Hnyaw,org_7002,org_8415,Ka Taung Sein,2022-03-01,MMR011003039,9284.90990990991,MMR011003
March 2022,CERF,UN agency,INGO,Mon,Chaungzon,Mu Du,Mu Du,NA,NA,"Mu DuMu Duprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,27200000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,89,81,164,231,NA,NA,160,565,565,37,49,86,NA,NA,NA,MMR011,NA,MMR011003,Mon-Chaungzon,Chaungzon-Mu Du,org_7002,org_8415,Mu Du,2022-03-01,MMR011003041,15315.315315315316,MMR011003
March 2022,CERF,UN agency,INGO,Mon,Kyaikmaraw,Ah Hta Yan,Ah Hta Yan,NA,NA,"Ah Hta YanAh Hta Yanprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,10540000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,60,53,98,123,NA,NA,62,334,334,3,3,6,NA,NA,NA,MMR011,NA,MMR011002,Mon-Kyaikmaraw,Kyaikmaraw-Ah Hta Yan,org_7002,org_8415,Ah Hta Yan,2022-03-01,MMR011002002,5934.684684684685,MMR011002
March 2022,CERF,UN agency,INGO,Mon,Kyaikmaraw,Ah Hta Yan,Paw Law Kone,NA,NA,"Ah Hta YanPaw Law Koneprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,6800000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,28,33,81,82,NA,NA,40,224,224,0,0,0,NA,NA,NA,MMR011,NA,MMR011002,Mon-Kyaikmaraw,Kyaikmaraw-Ah Hta Yan,org_7002,org_8415,Paw Law Kone,2022-03-01,MMR011002002,3828.828828828829,MMR011002
March 2022,CERF,UN agency,INGO,Mon,Kyaikmaraw,Ah Hta Yan,Paw Law Kyun,NA,NA,"Ah Hta YanPaw Law Kyunprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,3230000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,13,14,36,35,NA,NA,19,98,98,2,1,3,NA,NA,NA,MMR011,NA,MMR011002,Mon-Kyaikmaraw,Kyaikmaraw-Ah Hta Yan,org_7002,org_8415,Paw Law Kyun,2022-03-01,MMR011002002,1818.6936936936936,MMR011002
March 2022,CERF,UN agency,INGO,Mon,Kyaikmaraw,Kawt Ka Lawt,Kawt Ka Lawt,NA,NA,"Kawt Ka LawtKawt Ka Lawtprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,18700000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,78,78,129,149,NA,NA,110,434,434,5,0,5,NA,NA,NA,MMR011,NA,MMR011002,Mon-Kyaikmaraw,Kyaikmaraw-Kawt Ka Lawt,org_7002,org_8415,Kawt Ka Lawt,2022-03-01,MMR011002013,10529.279279279279,MMR011002
March 2022,CERF,UN agency,INGO,Mon,Kyaikmaraw,Kawt Ka Lawt,Me Ka Than,NA,NA,"Kawt Ka LawtMe Ka Thanprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,3230000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,18,16,29,29,NA,NA,19,92,92,1,1,2,NA,NA,NA,MMR011,NA,MMR011002,Mon-Kyaikmaraw,Kyaikmaraw-Kawt Ka Lawt,org_7002,org_8415,Me Ka Than,2022-03-01,MMR011002013,1818.6936936936936,MMR011002
March 2022,CERF,UN agency,INGO,Mon,Kyaikmaraw,Kun Ngan,Kun Ngan,NA,NA,"Kun NganKun Nganprovision of crop, vegetable and seed kits",Village,Rural,Humanitarian,HRP,OSRO/MYA/104/CHA,"provision of crop, vegetable and seed kits","Agri inputs ( 100 g of 5 types of vegetable seeds, 40 Kg of Compound fertilizer), 170,000 MMK of Cash inputs",Yes,"Objective 3: Restore, protect and improve livelihoods and resilience of over 850,000 crisis-affected people (442,000 women and 408,000 men) by rehabilitating agricultural production, protecting productive assets, and rebuilding or creating income-generating activities to prevent negative (and potentially irreversible) coping mechanisms.","Number of vulnerable, non-displaced stateless and returned/resettled/locally integrated people reached with food, nutrition livelihoods interventions",Completed,Unconditional,One-off,In-kind,Agricultural inputs,Kg,40.1,14960000,170000,NA,MMK,95.72072072072072,Money Transfer Agent,Moderately food insecure,NA,NA,Host/local Community,80,66,122,143,NA,NA,88,411,411,4,1,5,NA,NA,NA,MMR011,NA,MMR011002,Mon-Kyaikmaraw,Kyaikmaraw-Kun Ngan,org_7002,org_8415,Kun Ngan,2022-03-01,MMR011002017,8423.423423423423,MMR011002
